"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.494828170E1,1.047000051E0,1.651950121E0,9.562950134E0,9.760899732E0
2.495074691E1,1.726950049E0,4.110000134E-1,1.609605026E1,1.619364417E1
2.495321245E1,1.831950068E0,5.520000458E-1,1.147395039E1,1.163238078E1
2.495567776E1,-6.840000153E-1,1.462050080E0,3.379050255E0,3.744786654E0
2.495814299E1,8.500500321E-1,1.837950110E0,8.077950478E0,8.327900671E0
2.496060822E1,1.533000112E0,5.089499950E-1,1.581105042E1,1.589334561E1
2.496307346E1,2.053050041E0,4.540500343E-1,1.271205044E1,1.288477405E1
2.496553870E1,-3.990000188E-1,1.122000098E0,4.234050274E0,4.398325472E0
2.496800416E1,4.309500158E-1,1.953000069E0,6.645000458E0,6.939449421E0
2.497046939E1,1.380000114E0,8.350500464E-1,1.495395088E1,1.504069001E1
2.497293462E1,2.187000036E0,4.060500264E-1,1.382100105E1,1.399885409E1
2.497539953E1,8.595000207E-2,9.520500302E-1,5.640000343E0,5.720436219E0
2.497786484E1,-1.050000079E-3,2.013000011E0,5.239950180E0,5.613309900E0
2.498033038E1,1.300050020E0,1.126950026E0,1.366800022E1,1.377586210E1
2.498279584E1,2.127000093E0,3.439500034E-1,1.472595024E1,1.488274308E1
2.498526138E1,5.359500051E-1,7.680000067E-1,7.378050327E0,7.437250369E0
2.498772692E1,-3.270000219E-1,1.992000103E0,4.068000317E0,4.541323596E0
2.499019253E1,1.276950002E0,1.362000108E0,1.220700073E1,1.234894783E1
2.499265799E1,2.056950092E0,3.150000274E-1,1.559595108E1,1.573416534E1
2.499512330E1,1.111050010E0,6.379500031E-1,8.997000694E0,9.087762861E0
2.499758884E1,-6.739500165E-1,1.948950052E0,3.336000204E0,3.921927115E0
2.500005429E1,1.116000056E0,1.597050071E0,1.057995033E1,1.075785174E1
2.500251990E1,1.843950033E0,2.839500010E-1,1.604594994E1,1.615404868E1
2.500498544E1,1.554000020E0,6.190500259E-1,1.057095051E1,1.070248259E1
2.500745090E1,-6.910500526E-1,1.695000052E0,3.091050148E0,3.592376145E0
2.500991621E1,9.510000348E-1,1.740000129E0,9.100049973E0,9.313587441E0
2.501238165E1,1.720050097E0,4.009500146E-1,1.606694984E1,1.616373133E1
2.501484696E1,1.914000034E0,4.800000191E-1,1.194300079E1,1.210491900E1
2.501731273E1,-6.480000019E-1,1.386000037E0,3.580050230E0,3.893283929E0
2.501977796E1,7.810500264E-1,1.912950039E0,7.635000229E0,7.909655207E0
2.502224350E1,1.528050065E0,6.940500140E-1,1.568400097E1,1.577353888E1
2.502470882E1,2.064000130E0,4.849500358E-1,1.302795029E1,1.319934702E1
2.502717405E1,-2.959500253E-1,1.101000071E0,4.582950115E0,4.722628435E0
2.502963928E1,3.229500055E-1,1.968000054E0,6.247950077E0,6.558521258E0
2.503210474E1,1.401000023E0,9.499500394E-1,1.470195103E1,1.479907329E1
2.503457028E1,2.134050131E0,4.710000157E-1,1.414905071E1,1.431683090E1
2.503703614E1,1.680000126E-1,8.779500127E-1,6.151950359E0,6.216551572E0
2.503950137E1,-8.805000782E-2,2.073000193E0,4.885050297E0,5.307428662E0
2.504196660E1,1.297950029E0,1.201050043E0,1.320795059E1,1.332580783E1
2.504443183E1,2.092950106E0,3.220500052E-1,1.506900024E1,1.521706032E1
2.504689737E1,7.300500274E-1,7.099500299E-1,7.927050591E0,7.992192012E0
2.504936298E1,-4.519500136E-1,2.005950212E0,3.763950109E0,4.288987701E0
2.505182844E1,1.261950016E0,1.486050129E0,1.167495060E1,1.183660992E1
2.505429405E1,1.981050134E0,2.670000196E-1,1.575600052E1,1.588229835E1
2.505675898E1,1.276950002E0,6.340500116E-1,9.631950378E0,9.736893181E0
2.505922444E1,-6.270000339E-1,1.813950062E0,3.205950260E0,3.736530602E0
2.506169000E1,1.087050080E0,1.608000040E0,1.007700062E1,1.026222605E1
2.506415500E1,1.777050138E0,3.370500207E-1,1.617000008E1,1.627084547E1
2.506662054E1,1.674000025E0,5.569500327E-1,1.105905056E1,1.119888694E1
2.506908607E1,-7.150500417E-1,1.599000096E0,3.204000235E0,3.651536029E0
2.507155130E1,8.770500422E-1,1.846050143E0,8.439000130E0,8.682962691E0
2.507401655E1,1.629000068E0,4.560000300E-1,1.596195030E1,1.605133747E1
2.507648179E1,2.035950184E0,5.140500069E-1,1.241700077E1,1.259330174E1
2.507894725E1,-5.449500084E-1,1.240050077E0,3.943950176E0,4.170064472E0
2.508141278E1,5.509500504E-1,1.917000055E0,7.000050545E0,7.278677270E0
2.508387809E1,1.450950027E0,7.750500441E-1,1.517205048E1,1.526096570E1
2.508634355E1,2.152950048E0,4.420500100E-1,1.351200104E1,1.368958634E1
2.508880878E1,-3.299999982E-2,9.760500193E-1,5.319000244E0,5.407913298E0
2.509127431E1,1.680000126E-1,1.996050119E0,5.551050186E0,5.901406464E0
2.509373955E1,1.356000066E0,1.081950068E0,1.399800110E1,1.410508372E1
2.509620478E1,2.122050047E0,3.439500034E-1,1.461795044E1,1.477517760E1
2.509867007E1,4.500000179E-1,7.510500550E-1,7.050000191E0,7.104159267E0
2.510113553E1,-3.270000219E-1,2.049000025E0,4.291050434E0,4.766386886E0
2.510360115E1,1.260000110E0,1.350000024E0,1.242495060E1,1.256142897E1
2.510606661E1,2.035950184E0,3.250500262E-1,1.543305111E1,1.557015791E1
2.510853161E1,1.039050102E0,6.600000262E-1,8.767050743E0,8.853044893E0
2.511099704E1,-5.710500479E-1,1.917000055E0,3.450000048E0,3.987917715E0
2.511346205E1,1.126049995E0,1.537050128E0,1.079595089E1,1.096280381E1
2.511592758E1,1.846950054E0,2.500500083E-1,1.602705002E1,1.613505754E1
2.511839312E1,1.509000063E0,5.929500461E-1,1.051305008E1,1.063733486E1
2.512085858E1,-6.820500493E-1,1.695000052E0,3.103050232E0,3.600991279E0
2.512332421E1,9.649500251E-1,1.719000101E0,9.172050476E0,9.381503069E0
2.512578944E1,1.681050062E0,4.039500058E-1,1.604804993E1,1.614091111E1
2.512825498E1,1.899000049E0,5.400000215E-1,1.183305073E1,1.199661997E1
2.513072052E1,-6.790500283E-1,1.390950084E0,3.549000263E0,3.871854071E0
2.513318606E1,7.570500374E-1,1.932000041E0,7.692000389E0,7.966970497E0
2.513565181E1,1.528050065E0,6.460500360E-1,1.559595108E1,1.568394108E1
2.513811743E1,2.083950043E0,4.849500358E-1,1.295205021E1,1.312759037E1
2.514058289E1,-2.939999998E-1,1.084050059E0,4.624050140E0,4.758512397E0
2.514304820E1,3.259500265E-1,1.975050092E0,6.238050461E0,6.551361678E0
2.514551366E1,1.390950084E0,9.210000634E-1,1.469295025E1,1.478735170E1
2.514797920E1,2.158050060E0,4.350000322E-1,1.414695072E1,1.431721411E1
2.515044481E1,2.509500086E-1,8.730000257E-1,6.145050526E0,6.211823477E0
2.515291005E1,-9.705000371E-2,2.023050070E0,4.849050045E0,5.255039165E0
2.515537558E1,1.296000004E0,1.186950088E0,1.316505051E1,1.328183050E1
2.515784081E1,2.074050188E0,3.150000274E-1,1.510500050E1,1.524998194E1
2.516030628E1,7.639500499E-1,7.200000286E-1,8.047050476E0,8.115235122E0
2.516277158E1,-4.110000134E-1,1.989000082E0,3.769050121E0,4.281446152E0
2.516523681E1,1.209000111E0,1.459950089E0,1.159395027E1,1.174788570E1
2.516770228E1,1.926000118E0,2.980500162E-1,1.571805096E1,1.583841647E1
2.517016781E1,1.308000088E0,5.929500461E-1,9.730050087E0,9.835462810E0
2.517263313E1,-6.480000019E-1,1.813950062E0,3.160950184E0,3.701611121E0
2.517509836E1,1.087050080E0,1.618050098E0,9.951000214E0,1.014012669E1
2.517756382E1,1.789050102E0,3.510000110E-1,1.618200111E1,1.628438090E1
2.518002913E1,1.747950077E0,6.169500351E-1,1.117395020E1,1.132665528E1
2.518249459E1,-7.579500079E-1,1.564950109E0,3.225000143E0,3.663902698E0
2.518495981E1,8.550000191E-1,1.819050074E0,8.344050407E0,8.582723659E0
2.518742512E1,1.612050056E0,5.140500069E-1,1.591200066E1,1.600170984E1
2.518989035E1,2.050050020E0,5.190000534E-1,1.254195023E1,1.271898509E1
2.519235589E1,-4.780500233E-1,1.216050029E0,4.063950062E0,4.268840545E0
2.519482143E1,5.359500051E-1,1.945950150E0,6.913950443E0,7.202546434E0
2.519728691E1,1.441950083E0,8.209500313E-1,1.510005093E1,1.519094194E1
2.519975245E1,2.148000002E0,4.729500115E-1,1.363905048E1,1.381525547E1
2.520221768E1,-2.100000158E-2,9.829500318E-1,5.419050217E0,5.507516411E0
2.520468322E1,8.595000207E-2,2.013000011E0,5.410050392E0,5.773058262E0
2.520714876E1,1.315050006E0,1.078950047E0,1.387800026E1,1.398185899E1
2.520961400E1,2.110050201E0,3.490500152E-1,1.464000034E1,1.479539651E1
2.521207931E1,5.479500294E-1,7.750500441E-1,7.203000546E0,7.265271410E0
2.521454477E1,-2.910000086E-1,2.025000095E0,4.200000286E0,4.671756500E0
2.521701062E1,1.267050028E0,1.383000016E0,1.229805088E1,1.244026367E1
2.521947623E1,2.014050007E0,3.030000031E-1,1.554105091E1,1.567394238E1
2.522194166E1,1.102050066E0,6.499500275E-1,8.983050346E0,9.073706129E0
2.522440720E1,-5.929500461E-1,1.903050065E0,3.400050163E0,3.941260004E0
2.522687273E1,1.153950095E0,1.549050093E0,1.055400085E1,1.072930991E1
2.522933804E1,1.810950041E0,3.270000219E-1,1.607700157E1,1.618197913E1
2.523180381E1,1.569000125E0,6.120000482E-1,1.060200024E1,1.073492964E1
2.523426912E1,-6.619500518E-1,1.656000137E0,3.088950157E0,3.566809134E0
2.523673489E1,9.360000491E-1,1.750050068E0,9.007050514E0,9.223108494E0
2.523920043E1,1.606950045E0,4.420500100E-1,1.606305122E1,1.614928207E1
2.524166574E1,1.911000133E0,5.520000458E-1,1.200300026E1,1.216670213E1
2.524413128E1,-6.190500259E-1,1.398000121E0,3.685050249E0,3.989639409E0
2.524659674E1,7.180500627E-1,1.936950088E0,7.491000175E0,7.770614851E0
2.524906228E1,1.489950061E0,7.150500417E-1,1.547295094E1,1.556095943E1
2.525152789E1,2.111999989E0,4.710000157E-1,1.311000061E1,1.328738127E1
2.525399312E1,-2.119500041E-1,1.053000093E0,4.801050186E0,4.919737278E0
2.525645858E1,2.920500040E-1,2.016000032E0,5.982000351E0,6.319325718E0
2.525892350E1,1.353000045E0,9.949500561E-1,1.450800037E1,1.460488307E1
2.526138873E1,2.136000156E0,4.110000134E-1,1.426605034E1,1.443092547E1
2.526385404E1,2.850000262E-1,8.710500598E-1,6.382050514E0,6.447520608E0
2.526631950E1,-1.710000038E-1,2.023050070E0,4.662000179E0,5.084901008E0
2.526878481E1,1.309950113E0,1.242000103E0,1.295595074E1,1.308110061E1
2.527124972E1,2.067000151E0,3.130500019E-1,1.519995117E1,1.534304421E1
2.527371495E1,8.430000544E-1,7.009500265E-1,8.200050354E0,8.273016731E0
2.527618018E1,-5.190000534E-1,1.956000090E0,3.637050152E0,4.162142623E0
2.527864534E1,1.224000096E0,1.501050115E0,1.134900093E1,1.151308602E1
2.528111057E1,1.938000083E0,2.939999998E-1,1.584900093E1,1.596975613E1
2.528357558E1,1.380000114E0,6.169500351E-1,9.975000381E0,1.008888796E1
2.528604073E1,-6.720000505E-1,1.744950056E0,3.118050098E0,3.635749054E0
2.528850596E1,1.020000100E0,1.663950086E0,9.697050095E0,9.891506995E0
2.529097096E1,1.750950098E0,3.820500076E-1,1.618995094E1,1.628883974E1
2.529343620E1,1.795950055E0,5.670000315E-1,1.135905075E1,1.151412001E1
2.529590166E1,-6.790500283E-1,1.498050094E0,3.288000107E0,3.676439545E0
2.529836666E1,8.430000544E-1,1.885950089E0,8.157000542E0,8.414518089E0
2.530083212E1,1.576050043E0,5.359500051E-1,1.587105083E1,1.595811489E1
2.530329735E1,2.086050034E0,4.440000355E-1,1.264005089E1,1.281872175E1
2.530576266E1,-4.279500246E-1,1.204050064E0,4.207050323E0,4.396834112E0
2.530822792E1,4.410000145E-1,2.029950142E0,6.679050446E0,6.994633189E0
2.531069315E1,1.437000036E0,8.400000334E-1,1.494405079E1,1.503646312E1
2.531315892E1,2.134050131E0,4.279500246E-1,1.375395107E1,1.392510256E1
2.531562422E1,1.050000042E-1,9.139500260E-1,5.652000427E0,5.726380923E0
2.531809007E1,6.000000238E-2,2.020050049E0,5.212950230E0,5.590979547E0
2.532055561E1,1.339050055E0,1.113000035E0,1.371300030E1,1.382310389E1
2.532302107E1,2.100000143E0,3.319500089E-1,1.476705074E1,1.491931564E1
2.532548661E1,5.820000172E-1,7.579500079E-1,7.492950439E0,7.553642732E0
2.532795192E1,-3.439500034E-1,2.044049978E0,4.060950279E0,4.559359504E0
2.533041738E1,1.260000110E0,1.390950084E0,1.204395103E1,1.218930264E1
2.533288298E1,2.017050028E0,2.890500128E-1,1.557600117E1,1.570871901E1
2.533534821E1,1.192950010E0,5.710500479E-1,9.193950653E0,9.288592816E0
2.533781344E1,-5.980500579E-1,1.858050108E0,3.331050158E0,3.860817171E0
2.534027898E1,1.159050107E0,1.564950109E0,1.041795063E1,1.059840372E1
2.534274444E1,1.801050067E0,3.250500262E-1,1.611105156E1,1.621466685E1
2.534520975E1,1.609050035E0,6.000000238E-1,1.079805088E1,1.093375255E1
2.534767521E1,-6.889500618E-1,1.623000026E0,3.127050161E0,3.589877990E0
2.535014083E1,9.390000701E-1,1.774050117E0,8.836950302E0,9.062045331E0
2.535260660E1,1.597050071E0,4.590000212E-1,1.598805046E1,1.607417206E1
2.535507191E1,1.951950073E0,5.140500069E-1,1.217595100E1,1.234212864E1
2.535753712E1,-6.270000339E-1,1.314000010E0,3.799950123E0,4.069317634E0
2.536000235E1,6.270000339E-1,1.920000076E0,7.426050186E0,7.695826837E0
2.536246781E1,1.494000077E0,6.940500140E-1,1.548795033E1,1.557531210E1
2.536493335E1,2.134050131E0,4.729500115E-1,1.322895050E1,1.340831768E1
2.536739866E1,-1.570500135E-1,1.018950105E0,4.959000111E0,5.065037623E0
2.536986443E1,2.179500163E-1,2.028000116E0,5.862000465E0,6.206717018E0
2.537232943E1,1.389000058E0,1.050000072E0,1.435695076E1,1.446215255E1
2.537479466E1,2.131950140E0,3.990000188E-1,1.435005093E1,1.451304151E1
2.537725989E1,3.499500155E-1,8.179500103E-1,6.607050419E0,6.666680019E0
2.537972535E1,-2.310000062E-1,2.041949987E0,4.618950367E0,5.055454801E0
2.538219066E1,1.317000031E0,1.290000081E0,1.275495052E1,1.288748820E1
2.538465612E1,2.053050041E0,2.770500183E-1,1.527705097E1,1.541687574E1
2.538712166E1,8.980500698E-1,6.979500055E-1,8.443950653E0,8.520207202E0
2.538958696E1,-5.329500437E-1,1.981950045E0,3.594000101E0,4.138719422E0
2.539205220E1,1.186050057E0,1.489050031E0,1.107900047E1,1.124136274E1
2.539451741E1,1.885050058E0,2.500500083E-1,1.589505100E1,1.600839108E1
2.539698264E1,1.408050060E0,6.289500594E-1,1.014495087E1,1.026149167E1
2.539944810E1,-6.649500132E-1,1.788000107E0,3.124950171E0,3.661204238E0
2.540191364E1,1.003950000E0,1.690050125E0,9.649050713E0,9.847251631E0
2.540437864E1,1.744050026E0,3.250500262E-1,1.616100121E1,1.625808500E1
2.540684387E1,1.834950089E0,5.500500202E-1,1.149795055E1,1.165643444E1
2.540930910E1,-7.249500155E-1,1.489050031E0,3.358950138E0,3.745045867E0
2.541177464E1,8.380500674E-1,1.843050122E0,8.037000656E0,8.288096357E0
2.541424018E1,1.581000090E0,6.120000482E-1,1.581405067E1,1.590466297E1
2.541670564E1,2.064000130E0,5.140500069E-1,1.272405052E1,1.290061261E1
2.541917063E1,-4.039500058E-1,1.161000013E0,4.288949966E0,4.461635177E0
2.542163586E1,4.189500213E-1,1.987050056E0,6.595050335E0,6.900621419E0
2.542410102E1,1.411050081E0,8.760000467E-1,1.493505096E1,1.502711502E1
2.542656602E1,2.124000072E0,4.330500066E-1,1.381095028E1,1.398003062E1
2.542903125E1,6.900000572E-2,8.680500388E-1,5.719050407E0,5.784964082E0
2.543149647E1,-1.605000161E-2,2.023050070E0,5.251950264E0,5.628140969E0
2.543396194E1,1.351050019E0,1.153050065E0,1.355295086E1,1.366884551E1
2.543642717E1,2.091000080E0,3.769500256E-1,1.480995083E1,1.496158468E1
2.543889217E1,5.530500412E-1,7.270500064E-1,7.500000477E0,7.555426739E0
2.544135763E1,-3.529500067E-1,1.999050140E0,4.044000149E0,4.524899156E0
2.544382263E1,1.276950002E0,1.407000065E0,1.208895016E1,1.223735945E1
2.544628809E1,2.008949995E0,2.740500271E-1,1.560000038E1,1.573121087E1
2.544875309E1,1.156949997E0,6.409500241E-1,9.139050484E0,9.234261961E0
2.545121856E1,-6.379500031E-1,1.917000055E0,3.336000204E0,3.900098304E0
2.545368379E1,1.135050058E0,1.540950060E0,1.047300053E1,1.064643629E1
2.545614903E1,1.827000141E0,2.860500216E-1,1.606305122E1,1.616914867E1
2.545861433E1,1.630950093E0,6.120000482E-1,1.071195030E1,1.085266887E1
2.546107957E1,-6.840000153E-1,1.690050125E0,3.168000221E0,3.655181370E0
2.546354503E1,9.439500570E-1,1.776000142E0,8.923050880E0,9.146915066E0
2.546601033E1,1.660050035E0,4.519500136E-1,1.606995010E1,1.616178583E1
2.546847554E1,1.951950073E0,5.209500194E-1,1.212795067E1,1.229506752E1
2.547094100E1,-5.879999995E-1,1.321050048E0,3.742950201E0,4.012554478E0
2.547340593E1,6.730500460E-1,1.917000055E0,7.375950336E0,7.650655458E0
2.547587123E1,1.459050059E0,7.320000529E-1,1.539405060E1,1.548035675E1
2.547833646E1,2.107950211E0,4.969500303E-1,1.321695042E1,1.339321439E1
2.548080192E1,-7.304999977E-2,9.979500771E-1,5.031000137E0,5.129542186E0
2.548326746E1,2.749500275E-1,1.972950101E0,5.802000046E0,6.134438373E0
2.548573277E1,1.377000093E0,1.015050054E0,1.423005104E1,1.433250880E1
2.548819823E1,2.074050188E0,4.060500264E-1,1.445100021E1,1.460472417E1
2.549066354E1,4.050000310E-1,8.250000477E-1,6.964050293E0,7.024432118E0
2.549312871E1,-2.220000178E-1,1.999050140E0,4.453950405E0,4.887039971E0
2.549559394E1,1.221000075E0,1.335000038E0,1.231200027E1,1.244421219E1
2.549805947E1,1.972950101E0,3.130500019E-1,1.542600060E1,1.555480719E1
2.550052471E1,1.117950082E0,7.099500299E-1,9.052050591E0,9.148413049E0
2.550299024E1,-5.400000215E-1,1.867050052E0,3.490950108E0,3.995523567E0
2.550545524E1,1.084950089E0,1.531950116E0,1.026705074E1,1.043725629E1
2.550792070E1,1.779000044E0,3.300000131E-1,1.617000008E1,1.627091404E1
2.551038593E1,1.597050071E0,6.430500150E-1,1.089405060E1,1.102925295E1
2.551285124E1,-6.190500259E-1,1.551000118E0,3.429000139E0,3.814035429E0
2.551531670E1,8.359500170E-1,1.813950062E0,8.284049988E0,8.521426609E0
2.551778199E1,1.545000076E0,5.860500336E-1,1.576995087E1,1.585628677E1
2.552024745E1,1.938000083E0,5.380499959E-1,1.251300049E1,1.267361524E1
2.552271269E1,-2.530499995E-1,1.132050037E0,4.641000271E0,4.783769968E0
2.552517761E1,4.219500124E-1,1.915050149E0,6.376950264E0,6.671652985E0
2.552764261E1,1.399050117E0,9.499500394E-1,1.449195099E1,1.459028409E1
2.553010778E1,2.055000067E0,4.440000355E-1,1.409400082E1,1.424994808E1
2.553257278E1,3.109500110E-1,8.730000257E-1,6.763050556E0,6.826248734E0
2.553503832E1,-1.020000055E-1,1.977000117E0,4.624050140E0,5.029987392E0
2.553750317E1,1.273950100E0,1.342950106E0,1.232205105E1,1.246031323E1
2.553996816E1,1.950000048E0,2.890500128E-1,1.528200054E1,1.540862066E1
2.554243311E1,1.104000092E0,7.129500508E-1,9.121950150E0,9.216131971E0
2.554489834E1,-3.990000188E-1,1.816950083E0,3.538950205E0,3.998084188E0
2.554736380E1,1.027050018E0,1.564950109E0,1.008000088E1,1.025233233E1
2.554982903E1,1.714950085E0,4.060500264E-1,1.607895088E1,1.617524627E1
2.555229457E1,1.650000095E0,6.460500360E-1,1.113105011E1,1.127120923E1
2.555475987E1,-5.070000291E-1,1.435950041E0,3.778950214E0,4.074244258E0
2.555722510E1,7.660500407E-1,1.798050046E0,7.924050331E0,8.161518871E0
2.555969003E1,1.483050108E0,7.080000043E-1,1.549995041E1,1.558682663E1
2.556215518E1,1.957050085E0,5.590500236E-1,1.282695103E1,1.298742679E1
2.556461987E1,1.950000064E-3,9.910500646E-1,5.290050030E0,5.382082622E0
2.556708511E1,2.590500116E-1,1.939050078E0,5.845050335E0,6.163735518E0
2.556955034E1,1.320000052E0,1.132050037E0,1.372305107E1,1.383278960E1
2.557201557E1,2.023950100E0,3.820500076E-1,1.449900055E1,1.464456736E1
2.557448103E1,5.940000415E-1,8.089500666E-1,7.728000164E0,7.792895662E0
2.557694603E1,-2.740500271E-1,1.920000076E0,4.123050213E0,4.556429169E0
2.557941126E1,1.171050072E0,1.429050088E0,1.135905075E1,1.150832639E1
2.558187680E1,1.873050094E0,3.060000241E-1,1.573005104E1,1.584413009E1
2.558434226E1,1.377000093E0,6.769500375E-1,1.005405045E1,1.017046316E1
2.558680749E1,-4.300500154E-1,1.599000096E0,3.448050261E0,3.825022212E0
2.558927280E1,9.340500236E-1,1.678050041E0,9.076050758E0,9.277014539E0
2.559173826E1,1.624050021E0,4.969500303E-1,1.598595047E1,1.607591709E1
2.559420349E1,1.822950125E0,5.860500336E-1,1.206300068E1,1.221403239E1
2.559666872E1,-3.300000131E-1,1.192050099E0,4.297950268E0,4.472388618E0
2.559913396E1,4.980000257E-1,1.825950146E0,6.949950218E0,7.203048382E0
2.560159926E1,1.432050109E0,8.610000610E-1,1.486995029E1,1.496353937E1
2.560406448E1,2.035950184E0,4.420500100E-1,1.363605022E1,1.379428748E1
2.560652963E1,2.470500171E-1,9.160500169E-1,6.322050095E0,6.392847468E0
2.560899486E1,0.000000000E0,1.999050140E0,4.978950024E0,5.365272109E0
2.561146009E1,1.224000096E0,1.270950079E0,1.272405052E1,1.284581457E1
2.561392509E1,2.002050161E0,3.250500262E-1,1.513605118E1,1.527134269E1
2.561639065E1,1.000950098E0,7.750500441E-1,8.727000237E0,8.818340932E0
2.561885588E1,-3.750000298E-1,1.849950075E0,3.640050173E0,4.100354322E0
2.562132111E1,1.020000100E0,1.573050022E0,1.037400055E1,1.054204790E1
2.562378634E1,1.726950049E0,3.679500222E-1,1.609605026E1,1.619260874E1
2.562625149E1,1.521000028E0,6.480000019E-1,1.081305027E1,1.093871113E1
2.562871678E1,-5.160000324E-1,1.474050045E0,3.553050280E0,3.881139763E0
2.563118202E1,8.239500523E-1,1.789950132E0,8.217000008E0,8.449964751E0
2.563364725E1,1.516050100E0,6.499500275E-1,1.570605087E1,1.579243100E1
2.563611271E1,1.942050099E0,5.329500437E-1,1.257300091E1,1.273326141E1
2.563857771E1,-1.140000075E-1,1.072050095E0,4.902000427E0,5.019152876E0
2.564104315E1,3.330000043E-1,1.893000126E0,6.186000347E0,6.477726358E0
2.564350815E1,1.297950029E0,1.045950055E0,1.425900078E1,1.435610633E1
2.564597331E1,2.014050007E0,3.850500286E-1,1.419900036E1,1.434629820E1
2.564843884E1,4.600500166E-1,8.539500237E-1,7.144050121E0,7.209599767E0
2.565090407E1,-1.450500041E-1,1.960950136E0,4.405950069E0,4.824806831E0
2.565336939E1,1.213950038E0,1.369050026E0,1.194300079E1,1.208235245E1
2.565583454E1,1.938000083E0,2.860500216E-1,1.549500084E1,1.561834562E1
2.565829954E1,1.171050072E0,7.440000176E-1,9.502950668E0,9.603695419E0
2.566076500E1,-4.350000322E-1,1.779000044E0,3.465000153E0,3.919220872E0
2.566323031E1,1.008000016E0,1.624950051E0,9.784950256E0,9.970044043E0
2.566569588E1,1.710000038E0,4.039500058E-1,1.603905106E1,1.613500649E1
2.566816142E1,1.693050027E0,5.790000558E-1,1.135605049E1,1.149615337E1
2.567062665E1,-5.040000081E-1,1.363950014E0,3.730950117E0,4.004293249E0
2.567309188E1,7.470000386E-1,1.867050052E0,7.675050259E0,7.934121339E0
2.567555703E1,1.461000085E0,7.129500508E-1,1.544505119E1,1.553037106E1
2.567802236E1,1.983000040E0,5.430000424E-1,1.299900055E1,1.316059092E1
2.568048728E1,-6.000000052E-3,1.033950090E0,5.364000320E0,5.462745484E0
2.568295244E1,2.560500205E-1,1.956000090E0,5.752050400E0,6.080919484E0
2.568541767E1,1.288950086E0,1.086000085E0,1.373895073E1,1.384194913E1
2.568788267E1,2.017050028E0,3.529500067E-1,1.452000046E1,1.466367886E1
2.569034790E1,5.989500284E-1,7.770000100E-1,7.671000481E0,7.733480363E0
2.569281313E1,-2.620500028E-1,1.945950150E0,4.152000427E0,4.592874888E0
2.569527829E1,1.153950095E0,1.410000086E0,1.155300045E1,1.169579072E1
2.569774328E1,1.839000106E0,2.820000052E-1,1.568400097E1,1.579396504E1
2.570020852E1,1.252950072E0,7.060500383E-1,9.856950760E0,9.961318629E0
2.570267374E1,-4.560000300E-1,1.744950056E0,3.345000267E0,3.800238613E0
2.570513890E1,9.559500217E-1,1.663950086E0,9.448050499E0,9.640966163E0
2.570760359E1,1.650000095E0,4.369500279E-1,1.604804993E1,1.613856661E1
2.571006851E1,1.791000128E0,5.740500093E-1,1.171305084E1,1.186308454E1
2.571253367E1,-5.209500194E-1,1.282950044E0,3.855000257E0,4.096141687E0
2.571499867E1,6.559500098E-1,1.873950124E0,7.467000484E0,7.726451690E0
2.571746414E1,1.420050025E0,7.800000310E-1,1.533495045E1,1.542029985E1
2.571992914E1,1.995000124E0,4.660500288E-1,1.316895103E1,1.332735906E1
2.572239460E1,7.050000131E-3,9.810000658E-1,5.467050076E0,5.554371914E0
2.572485983E1,1.819500029E-1,1.951050043E0,5.623050213E0,5.954695271E0
2.572732484E1,1.296000004E0,1.108050108E0,1.365795040E1,1.376397472E1
2.572979007E1,2.019000053E0,3.529500067E-1,1.460400105E1,1.474712791E1
2.573225553E1,6.229500175E-1,7.630500197E-1,7.728000164E0,7.790526208E0
2.573472084E1,-3.199500144E-1,1.929000139E0,4.095000267E0,4.537889018E0
2.573718630E1,1.138050079E0,1.438050032E0,1.156005096E1,1.170461124E1
2.573965159E1,1.947000146E0,3.060000241E-1,1.570800114E1,1.583116374E1
2.574211682E1,1.291050076E0,6.150000095E-1,9.781050682E0,9.885038581E0
2.574458205E1,-4.590000212E-1,1.720950127E0,3.343050241E0,3.787919650E0
2.574704720E1,9.840000272E-1,1.639950037E0,9.567000389E0,9.756289695E0
2.574951274E1,1.686000109E0,4.210500121E-1,1.607700157E1,1.617064807E1
2.575197796E1,1.777050138E0,5.879999995E-1,1.152405071E1,1.167507585E1
2.575444296E1,-5.160000324E-1,1.383000016E0,3.703950167E0,3.987253681E0
2.575690781E1,7.230000496E-1,1.867050052E0,7.656000137E0,7.913465933E0
2.575937273E1,1.486950040E0,7.219500542E-1,1.551900101E1,1.560678136E1
2.576183773E1,2.047950029E0,5.209500194E-1,1.302795029E1,1.319821870E1
2.576430256E1,-9.195000678E-2,1.042950034E0,5.175000191E0,5.279850997E0
2.576676756E1,2.590500116E-1,1.920000076E0,5.925000191E0,6.233709527E0
2.576923279E1,1.312050104E0,1.060050011E0,1.407705021E1,1.417774750E1
2.577169803E1,2.107950211E0,4.110000134E-1,1.444395065E1,1.460274240E1
2.577416318E1,4.980000257E-1,8.230500221E-1,7.180050373E0,7.244207253E0
2.577662818E1,-1.999500096E-1,1.984050035E0,4.317000389E0,4.755305133E0
2.577909333E1,1.228950024E0,1.330950022E0,1.210800076E1,1.224277045E1
