"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.287529731E0,9.169500470E-1,1.084050059E0,9.924000740E0,1.002505624E1
6.289995577E0,9.120000601E-1,1.086000085E0,9.951000214E0,1.005154444E1
6.292461346E0,9.360000491E-1,1.125000000E0,9.936000824E0,1.004319837E1
6.294926957E0,9.120000601E-1,1.102950096E0,9.883950233E0,9.987027348E0
6.297392726E0,8.809500337E-1,1.066950083E0,9.943050385E0,1.003885982E1
6.299858264E0,9.360000491E-1,1.093950033E0,9.919050217E0,1.002299257E1
6.302323880E0,9.270000458E-1,1.108050108E0,9.934050560E0,1.003854893E1
6.304789418E0,9.120000601E-1,1.090950012E0,9.916950226E0,1.001837401E1
6.307254871E0,9.360000491E-1,1.149000049E0,9.850050926E0,9.960913635E0
6.309720409E0,9.169500470E-1,1.090950012E0,9.879000664E0,9.981263619E0
6.312185717E0,9.390000701E-1,1.066950083E0,9.955050468E0,1.005599987E1
6.314651256E0,9.220500588E-1,1.101000071E0,9.931050301E0,1.003434789E1
6.317116794E0,9.220500588E-1,1.078950047E0,9.927000046E0,1.002794293E1
6.319582260E0,8.770500422E-1,1.077000022E0,9.916950226E0,1.001374294E1
6.322048106E0,8.740500212E-1,1.093950033E0,9.922050476E0,1.002036805E1
6.324513644E0,9.030000567E-1,1.069950104E0,9.915000916E0,1.001336335E1
6.326979183E0,9.409500360E-1,1.060050011E0,9.886050224E0,9.987145840E0
6.329444490E0,9.340500236E-1,1.089000106E0,9.883950233E0,9.987534375E0
6.331909721E0,9.270000458E-1,1.125000000E0,9.915000916E0,1.002158656E1
6.334375490E0,9.460500479E-1,1.134000063E0,9.943050385E0,1.005212504E1
6.336841106E0,9.270000458E-1,1.101000071E0,9.943050385E0,1.004668011E1
6.339306875E0,8.980500698E-1,1.110000014E0,9.888000488E0,9.990552918E0
6.341772721E0,9.150000215E-1,1.114950061E0,9.964950562E0,1.006879230E1
6.344238275E0,9.150000215E-1,1.096050024E0,9.952950478E0,1.005483833E1
6.346703813E0,9.220500588E-1,1.137000084E0,9.972000122E0,1.007887553E1
6.349169352E0,8.910000324E-1,1.084050059E0,9.907050133E0,1.000593264E1
6.351634890E0,8.809500337E-1,1.096050024E0,9.988950729E0,1.008744444E1
6.354100813E0,9.199500680E-1,1.117050052E0,9.943050385E0,1.004780373E1
6.356566361E0,8.839500546E-1,1.057950020E0,9.903000832E0,9.998502459E0
6.359032207E0,9.030000567E-1,1.054949999E0,9.960000038E0,1.005633777E1
6.361497668E0,9.289500713E-1,1.066950083E0,9.943050385E0,1.004318583E1
6.363963207E0,9.480000734E-1,1.108050108E0,9.892950058E0,9.999847000E0
6.366429053E0,8.929500580E-1,1.114950061E0,9.891000748E0,9.993616424E0
6.368894563E0,9.409500360E-1,1.114950061E0,9.912000656E0,1.001879522E1
6.371360486E0,9.100500345E-1,1.066950083E0,9.880950928E0,9.979968175E0
6.373826025E0,9.319500327E-1,1.045950055E0,9.903000832E0,1.000159826E1
6.376291794E0,9.150000215E-1,1.078950047E0,9.919050217E0,1.001942690E1
6.378757333E0,8.980500698E-1,1.101000071E0,9.903000832E0,1.000440506E1
6.381222885E0,9.049500227E-1,1.086000085E0,9.888000488E0,9.988537650E0
6.383688500E0,9.049500227E-1,1.050000072E0,9.922050476E0,1.001840907E1
6.386154270E0,9.270000458E-1,1.096050024E0,9.904950142E0,1.000843105E1
6.388619808E0,9.480000734E-1,1.084050059E0,9.946050644E0,1.004976577E1
6.391085654E0,9.289500713E-1,1.090950012E0,9.912000656E0,1.001503256E1
6.393551178E0,9.319500327E-1,1.098000050E0,9.936000824E0,1.003983303E1
6.396016793E0,8.980500698E-1,1.090950012E0,9.927000046E0,1.002706317E1
6.398481947E0,8.929500580E-1,1.098000050E0,9.919050217E0,1.001950703E1
6.400947562E0,8.959500194E-1,1.098000050E0,9.915000916E0,1.001576626E1
6.403413409E0,9.220500588E-1,1.048050046E0,9.922050476E0,1.001976401E1
6.405879246E0,9.169500470E-1,1.069950104E0,9.916950226E0,1.001656091E1
6.408345092E0,8.890500665E-1,1.129050016E0,9.883950233E0,9.987874457E0
6.410810630E0,9.169500470E-1,1.114950061E0,9.919050217E0,1.002354569E1
6.413276169E0,9.169500470E-1,1.077000022E0,9.904950142E0,1.000543671E1
6.415741707E0,8.910000324E-1,1.125000000E0,9.919050217E0,1.002232824E1
6.418207236E0,8.839500546E-1,1.089000106E0,9.922050476E0,1.002069731E1
6.420673005E0,8.980500698E-1,1.086000085E0,9.960000038E0,1.005919932E1
6.423138543E0,9.030000567E-1,1.074000001E0,9.907050133E0,1.000592462E1
6.425603543E0,9.079500437E-1,1.113000035E0,9.892950058E0,9.996679609E0
6.428069313E0,9.100500345E-1,1.066950083E0,9.862050056E0,9.961255185E0
6.430534534E0,9.100500345E-1,1.060050011E0,9.879000664E0,9.977301800E0
6.433000150E0,8.980500698E-1,1.105949998E0,9.931050301E0,1.003271545E1
6.435465688E0,9.270000458E-1,1.086000085E0,9.891000748E0,9.993528959E0
6.437931227E0,9.360000491E-1,1.101000071E0,9.936000824E0,1.004053831E1
6.440396996E0,9.270000458E-1,1.086000085E0,9.951000214E0,1.005291652E1
6.442862549E0,9.199500680E-1,1.098000050E0,9.948000908E0,1.005060368E1
6.445328087E0,8.980500698E-1,1.066950083E0,9.964950562E0,1.006206321E1
6.447793395E0,9.340500236E-1,1.042950034E0,9.922050476E0,1.002034330E1
6.450258856E0,9.010500312E-1,1.062000036E0,9.868950844E0,9.966740992E0
6.452724702E0,8.929500580E-1,1.105949998E0,9.874050140E0,9.975838380E0
6.455190318E0,9.169500470E-1,1.137000084E0,9.886050224E0,9.993375587E0
6.457655856E0,9.580500722E-1,1.089000106E0,9.883950233E0,9.989807475E0
6.460121395E0,9.270000458E-1,1.102950096E0,9.891000748E0,9.995385125E0
6.462587164E0,8.890500665E-1,1.110000014E0,9.891000748E0,9.992717641E0
6.465052779E0,9.169500470E-1,1.081950068E0,9.934050560E0,1.003477822E1
6.467518318E0,9.120000601E-1,1.074000001E0,9.972000122E0,1.007104794E1
6.469984164E0,9.150000215E-1,1.090950012E0,9.919050217E0,1.002072623E1
6.472450318E0,8.959500194E-1,1.138950109E0,9.939000130E0,1.004408569E1
6.474915779E0,8.980500698E-1,1.081950068E0,9.879000664E0,9.978565227E0
6.477381626E0,8.839500546E-1,1.072050095E0,9.903000832E0,1.000000423E1
6.479847164E0,9.220500588E-1,1.098000050E0,9.876000404E0,9.979537284E0
6.482312702E0,9.199500680E-1,1.138950109E0,9.888000488E0,9.995802576E0
6.484778318E0,9.220500588E-1,1.105949998E0,9.955050468E0,1.005864462E1
6.487244087E0,9.169500470E-1,1.102950096E0,9.964950562E0,1.006764799E1
6.489709933E0,9.010500312E-1,1.078950047E0,9.940950394E0,1.003984657E1
6.492175549E0,9.169500470E-1,1.078950047E0,9.898050308E0,9.998816455E0
6.494641318E0,9.030000567E-1,1.090950012E0,9.919050217E0,1.001963763E1
6.497107164E0,8.790000677E-1,1.156050086E0,9.852000237E0,9.958463816E0
6.499572472E0,8.959500194E-1,1.126950026E0,9.891000748E0,9.995230792E0
6.502038241E0,9.289500713E-1,1.054949999E0,9.891000748E0,9.990383552E0
6.504503803E0,9.199500680E-1,1.066950083E0,9.912000656E0,1.001161563E1
6.506969650E0,9.120000601E-1,1.090950012E0,9.874050140E0,9.975910094E0
6.509435496E0,9.270000458E-1,1.072050095E0,9.891000748E0,9.992022632E0
6.511900803E0,9.270000458E-1,1.102950096E0,9.970050812E0,1.007361609E1
6.514366573E0,9.360000491E-1,1.101000071E0,9.892950058E0,9.997937692E0
6.516832183E0,9.240000248E-1,1.098000050E0,9.927000046E0,1.003018993E1
6.519298029E0,8.910000324E-1,1.144050002E0,9.903000832E0,1.000860415E1
6.521763875E0,9.360000491E-1,1.108050108E0,9.898050308E0,1.000376284E1
6.524229645E0,9.220500588E-1,1.126950026E0,9.868950844E0,9.975789865E0
6.526695491E0,9.220500588E-1,1.078950047E0,9.826050758E0,9.928020096E0
6.529161101E0,8.890500665E-1,1.074000001E0,9.868950844E0,9.966949221E0
6.531626947E0,8.839500546E-1,1.065000057E0,9.868950844E0,9.965529769E0
6.534092794E0,8.959500194E-1,1.078950047E0,9.907050133E0,1.000582340E1
6.536558640E0,9.289500713E-1,1.065000057E0,9.963000298E0,1.006273066E1
6.539024486E0,9.240000248E-1,1.090950012E0,9.927000046E0,1.002942062E1
6.541490303E0,8.860500455E-1,1.108050108E0,9.924000740E0,1.002490152E1
6.543956149E0,8.959500194E-1,1.065000057E0,9.910050392E0,1.000729985E1
6.546421995E0,9.120000601E-1,1.101000071E0,9.943050385E0,1.004530717E1
6.548887765E0,9.030000567E-1,1.098000050E0,9.852000237E0,9.954040480E0
6.551353688E0,9.030000567E-1,1.108050108E0,9.876000404E0,9.978906159E0
6.553819765E0,8.839500546E-1,1.150950074E0,9.883950233E0,9.989921220E0
6.556285611E0,9.010500312E-1,1.126950026E0,9.955050468E0,1.005907239E1
6.558751534E0,9.199500680E-1,1.077000022E0,9.927000046E0,1.002754043E1
6.561217303E0,9.169500470E-1,1.065000057E0,9.972000122E0,1.007054164E1
6.563683149E0,8.980500698E-1,1.065000057E0,9.927000046E0,1.002427299E1
6.566149019E0,9.199500680E-1,1.101000071E0,9.931050301E0,1.003415514E1
6.568614866E0,9.150000215E-1,1.078950047E0,9.943050385E0,1.004318720E1
6.571080789E0,9.240000248E-1,1.105949998E0,9.943050385E0,1.004694742E1
6.573546635E0,8.650500178E-1,1.122000098E0,9.903000832E0,1.000383033E1
6.576012481E0,8.689500690E-1,1.098000050E0,9.919050217E0,1.001739664E1
6.578478337E0,9.010500312E-1,1.077000022E0,9.928950310E0,1.002775521E1
6.580944183E0,8.959500194E-1,1.045950055E0,9.943050385E0,1.003797733E1
6.583410029E0,9.559500217E-1,1.060050011E0,9.900000572E0,1.000237761E1
6.585875568E0,9.289500713E-1,1.053000093E0,9.895050049E0,9.994186955E0
6.588341414E0,9.150000215E-1,1.038000107E0,9.940950394E0,1.003679052E1
6.590806966E0,9.049500227E-1,1.069950104E0,9.895050049E0,9.993785231E0
6.593272736E0,8.980500698E-1,1.108050108E0,9.903000832E0,1.000518338E1
6.595738582E0,8.910000324E-1,1.086000085E0,9.910050392E0,1.000911465E1
6.598204197E0,9.409500360E-1,1.108050108E0,9.900000572E0,1.000615677E1
6.600670043E0,9.169500470E-1,1.113000035E0,9.888000488E0,9.992603271E0
6.603135823E0,9.049500227E-1,1.117050052E0,9.915000916E0,1.001868148E1
6.605601438E0,9.049500227E-1,1.132050037E0,9.951000214E0,1.005598713E1
6.608067515E0,8.770500422E-1,1.086000085E0,9.943050385E0,1.004056094E1
6.610533053E0,9.220500588E-1,1.078950047E0,9.931050301E0,1.003195243E1
6.612998669E0,8.860500455E-1,1.108050108E0,9.943050385E0,1.004375979E1
6.615464462E0,8.569500446E-1,1.057950020E0,9.874050140E0,9.967471485E0
6.617930077E0,9.120000601E-1,1.089000106E0,9.927000046E0,1.002811025E1
6.620396231E0,9.120000601E-1,1.074000001E0,9.940950394E0,1.004030452E1
6.622862001E0,9.289500713E-1,1.062000036E0,9.951000214E0,1.005053220E1
6.625327924E0,8.890500665E-1,1.077000022E0,9.886050224E0,9.984203929E0
6.627793471E0,8.650500178E-1,1.089000106E0,9.919050217E0,1.001607658E1
6.630259317E0,9.120000601E-1,1.089000106E0,9.955050468E0,1.005587864E1
6.632725163E0,9.120000601E-1,1.065000057E0,9.964950562E0,1.006311129E1
6.635190702E0,8.670000434E-1,1.072050095E0,9.955050468E0,1.005007514E1
6.637656548E0,9.120000601E-1,1.114950061E0,9.903000832E0,1.000721156E1
6.640122317E0,8.959500194E-1,1.089000106E0,9.922050476E0,1.002176298E1
6.642587625E0,8.980500698E-1,1.089000106E0,9.952950478E0,1.005254388E1
6.645053394E0,9.319500327E-1,1.065000057E0,9.910050392E0,1.001058713E1
6.647519010E0,9.169500470E-1,1.066950083E0,9.919050217E0,1.001832007E1
6.649984548E0,9.100500345E-1,1.089000106E0,9.891000748E0,9.992297438E0
6.652450399E0,8.929500580E-1,1.053000093E0,9.910050392E0,1.000576173E1
6.654916168E0,9.010500312E-1,1.110000014E0,9.967050552E0,1.006906589E1
6.657382015E0,8.860500455E-1,1.105949998E0,9.924000740E0,1.002466961E1
6.659847630E0,8.809500337E-1,1.105949998E0,9.843000412E0,9.944036176E0
6.662313399E0,9.460500479E-1,1.108050108E0,9.900000572E0,1.000663765E1
6.664778688E0,9.240000248E-1,1.065000057E0,9.910050392E0,1.000985015E1
6.667244150E0,9.289500713E-1,1.117050052E0,9.900000572E0,1.000603620E1
6.669709765E0,9.199500680E-1,1.101000071E0,9.900000572E0,1.000342544E1
6.672175226E0,9.079500437E-1,1.093950033E0,9.898050308E0,9.999624986E0
6.674640765E0,9.100500345E-1,1.078950047E0,9.864000320E0,9.964478240E0
6.677106298E0,9.270000458E-1,1.101000071E0,9.888000488E0,9.992201154E0
6.679571606E0,9.390000701E-1,1.084050059E0,9.907050133E0,1.001032107E1
6.682037068E0,9.289500713E-1,1.081950068E0,9.916950226E0,1.001895533E1
6.684502606E0,9.199500680E-1,1.054949999E0,9.903000832E0,1.000143255E1
6.686967914E0,9.079500437E-1,1.105949998E0,9.903000832E0,1.000584450E1
6.689433452E0,9.630000591E-1,1.122000098E0,9.955050468E0,1.006425771E1
6.691898991E0,9.580500722E-1,1.081950068E0,9.928950310E0,1.003357016E1
6.694364760E0,9.079500437E-1,1.078950047E0,9.910050392E0,1.000987539E1
6.696830068E0,8.929500580E-1,1.089000106E0,9.916950226E0,1.001644562E1
6.699295606E0,9.220500588E-1,1.098000050E0,9.895050049E0,9.998389665E0
6.701761361E0,8.689500690E-1,1.093950033E0,9.943050385E0,1.004071969E1
6.704226669E0,8.959500194E-1,1.081950068E0,9.898050308E0,9.997236733E0
6.706692208E0,9.169500470E-1,1.105949998E0,9.891000748E0,9.994789571E0
6.709157977E0,9.360000491E-1,1.126950026E0,9.924000740E0,1.003154540E1
6.711623208E0,9.390000701E-1,1.057950020E0,9.931050301E0,1.003128803E1
6.714088515E0,8.959500194E-1,1.114950061E0,9.888000488E0,9.990915560E0
6.716553977E0,9.049500227E-1,1.093950033E0,9.912000656E0,1.001316225E1
6.719019592E0,8.620500565E-1,1.062000036E0,9.886050224E0,9.980228625E0
6.721485131E0,8.770500422E-1,1.060050011E0,9.898050308E0,9.993213833E0
6.723950592E0,9.120000601E-1,1.125000000E0,9.862050056E0,9.967818238E0
6.726415900E0,8.790000677E-1,1.098000050E0,9.867000580E0,9.966741979E0
6.728881361E0,8.959500194E-1,1.090950012E0,9.928950310E0,1.002880614E1
6.731346900E0,9.289500713E-1,1.065000057E0,9.922050476E0,1.002218833E1
6.733812515E0,9.169500470E-1,1.090950012E0,9.915000916E0,1.001689635E1
6.736278054E0,9.240000248E-1,1.108050108E0,9.924000740E0,1.002832697E1
6.738743919E0,9.409500360E-1,1.110000014E0,9.924000740E0,1.003011853E1
6.741209688E0,9.240000248E-1,1.057950020E0,9.919050217E0,1.001801335E1
6.743675227E0,9.439500570E-1,1.074000001E0,9.931050301E0,1.003345792E1
6.746140842E0,9.030000567E-1,1.120050073E0,9.916950226E0,1.002076958E1
6.748606380E0,9.199500680E-1,1.084050059E0,9.940950394E0,1.004210971E1
6.751071890E0,8.929500580E-1,1.098000050E0,9.916950226E0,1.001742810E1
6.753537659E0,8.770500422E-1,1.132050037E0,9.891000748E0,9.994130770E0
6.756003198E0,9.360000491E-1,1.110000014E0,9.979050636E0,1.008412851E1
6.758468813E0,9.150000215E-1,1.096050024E0,9.946050644E0,1.004800846E1
6.760934582E0,8.860500455E-1,1.084050059E0,9.924000740E0,1.002227718E1
6.763400188E0,8.980500698E-1,1.054949999E0,9.928950310E0,1.002514178E1
6.765865726E0,9.240000248E-1,1.096050024E0,9.922050476E0,1.002507792E1
6.768331572E0,8.740500212E-1,1.098000050E0,9.900000572E0,9.998978892E0
6.770797418E0,8.839500546E-1,1.069950104E0,9.892950058E0,9.989825913E0
6.773263495E0,9.559500217E-1,1.090950012E0,9.927000046E0,1.003241458E1
6.775729318E0,9.120000601E-1,1.096050024E0,9.928950310E0,1.003080874E1
6.778194856E0,9.270000458E-1,1.086000085E0,9.904950142E0,1.000733544E1
6.780660394E0,9.289500713E-1,1.089000106E0,9.948000908E0,1.005045230E1
6.783126241E0,8.689500690E-1,1.081950068E0,9.931050301E0,1.002753460E1
6.785591856E0,8.910000324E-1,1.150950074E0,9.934050560E0,1.004011592E1
6.788057702E0,9.100500345E-1,1.072050095E0,9.910050392E0,1.000932471E1
6.790523548E0,9.289500713E-1,1.093950033E0,9.922050476E0,1.002530601E1
6.792989395E0,8.980500698E-1,1.101000071E0,9.927000046E0,1.002816160E1
6.795455241E0,9.079500437E-1,1.093950033E0,9.912000656E0,1.001343382E1
6.797921010E0,9.100500345E-1,1.069950104E0,9.892950058E0,9.992169191E0
6.800386620E0,9.100500345E-1,1.093950033E0,9.979050636E0,1.007999848E1
6.802852390E0,9.079500437E-1,1.101000071E0,9.964950562E0,1.006661880E1
6.805317928E0,9.199500680E-1,1.086000085E0,9.934050560E0,1.003549026E1
6.807783851E0,8.929500580E-1,1.101000071E0,9.922050476E0,1.002280632E1
6.810249620E0,9.319500327E-1,1.101000071E0,9.907050133E0,1.001151209E1
6.812715159E0,9.169500470E-1,1.090950012E0,9.907050133E0,1.000902651E1
6.815180774E0,9.049500227E-1,1.098000050E0,9.975000381E0,1.007596999E1
6.817646543E0,9.120000601E-1,1.129050016E0,9.928950310E0,1.003446821E1
6.820112390E0,9.319500327E-1,1.086000085E0,9.898050308E0,1.000096630E1
6.822578236E0,9.220500588E-1,1.093950033E0,9.928950310E0,1.003149825E1
6.825043837E0,9.439500570E-1,1.125000000E0,9.958050728E0,1.006575586E1
6.827509376E0,9.030000567E-1,1.084050059E0,9.915000916E0,1.001487977E1
6.829974914E0,9.439500570E-1,1.096050024E0,9.903000832E0,1.000808637E1
6.832440683E0,9.390000701E-1,1.066950083E0,9.874050140E0,9.975819254E0
6.834906299E0,9.340500236E-1,1.101000071E0,9.912000656E0,1.001660659E1
6.837371822E0,9.049500227E-1,1.090950012E0,9.916950226E0,1.001773469E1
6.839837591E0,9.319500327E-1,1.101000071E0,9.883950233E0,9.988653775E0
6.842303130E0,9.409500360E-1,1.122000098E0,9.915000916E0,1.002255029E1
6.844768668E0,8.980500698E-1,1.053000093E0,9.934050560E0,1.002998822E1
6.847234284E0,9.169500470E-1,1.110000014E0,9.912000656E0,1.001601989E1
6.849700053E0,9.220500588E-1,1.134000063E0,9.876000404E0,9.983562312E0
6.852165976E0,9.100500345E-1,1.102950096E0,9.874050140E0,9.977051476E0
6.854631745E0,9.270000458E-1,1.072050095E0,9.924000740E0,1.002469008E1
6.857097361E0,8.929500580E-1,1.089000106E0,9.943050385E0,1.004228719E1
6.859563130E0,9.049500227E-1,1.110000014E0,9.871950150E0,9.975291190E0
6.862028750E0,9.150000215E-1,1.098000050E0,9.927000046E0,1.002936484E1
6.864494289E0,8.980500698E-1,1.090950012E0,9.927000046E0,1.002706317E1
6.866960058E0,9.199500680E-1,1.081950068E0,9.948000908E0,1.004886293E1
6.869425596E0,9.390000701E-1,1.089000106E0,9.903000832E0,1.000685104E1
6.871891212E0,9.319500327E-1,1.149000049E0,9.907050133E0,1.001690443E1
6.874356750E0,9.150000215E-1,1.084050059E0,9.900000572E0,1.000111998E1
6.876822212E0,9.289500713E-1,1.066950083E0,9.946050644E0,1.004615619E1
6.879287750E0,9.030000567E-1,1.098000050E0,9.924000740E0,1.002530817E1
6.881753366E0,9.510000348E-1,1.110000014E0,9.912000656E0,1.001919448E1
6.884219135E0,9.439500570E-1,1.053000093E0,9.928950310E0,1.002915276E1
6.886684750E0,9.030000567E-1,1.065000057E0,9.883950233E0,9.982089282E0
6.889150520E0,8.959500194E-1,1.114950061E0,9.888000488E0,9.990915560E0
6.891616135E0,9.120000601E-1,1.125000000E0,9.963000298E0,1.006770798E1
6.894081673E0,9.199500680E-1,1.117050052E0,9.916950226E0,1.002197639E1
6.896547443E0,9.439500570E-1,1.113000035E0,9.927000046E0,1.003370025E1
6.899013058E0,9.079500437E-1,1.110000014E0,9.903000832E0,1.000629296E1
6.901478827E0,9.439500570E-1,1.096050024E0,9.948000908E0,1.005261605E1
6.903944443E0,9.289500713E-1,1.066950083E0,9.915000916E0,1.001541681E1
6.906410212E0,9.319500327E-1,1.108050108E0,9.868950844E0,9.974592556E0
6.908875827E0,9.340500236E-1,1.108050108E0,9.907050133E0,1.001248555E1
6.911341366E0,9.079500437E-1,1.089000106E0,9.922050476E0,1.002284292E1
6.913806904E0,9.079500437E-1,1.090950012E0,9.940950394E0,1.004176478E1
6.916272366E0,8.929500580E-1,1.086000085E0,9.919050217E0,1.001819910E1
6.918737904E0,9.169500470E-1,1.105949998E0,9.946050644E0,1.004927093E1
6.921203750E0,9.529500604E-1,1.084050059E0,9.951000214E0,1.005513220E1
6.923669611E0,8.890500665E-1,1.081950068E0,9.898050308E0,9.996620723E0
6.926135226E0,9.010500312E-1,1.069950104E0,9.847950935E0,9.946799586E0
6.928600764E0,9.319500327E-1,1.098000050E0,9.864000320E0,9.968582512E0
6.931066534E0,9.240000248E-1,1.050000072E0,9.912000656E0,1.001019646E1
6.933532149E0,9.169500470E-1,1.060050011E0,9.939000130E0,1.003734163E1
6.935997688E0,8.980500698E-1,1.098000050E0,9.919050217E0,1.001996284E1
6.938463764E0,9.270000458E-1,1.074000001E0,9.928950310E0,1.002979857E1
6.940929303E0,9.120000601E-1,1.105949998E0,9.903000832E0,1.000621282E1
6.943394918E0,8.929500580E-1,1.074000001E0,9.927000046E0,1.002477759E1
6.945860688E0,8.910000324E-1,1.054949999E0,9.943050385E0,1.003847855E1
6.948325923E0,9.510000348E-1,1.096050024E0,9.936000824E0,1.004140623E1
6.950791462E0,9.270000458E-1,1.102950096E0,9.940950394E0,1.004481571E1
6.953257000E0,9.150000215E-1,1.089000106E0,9.928950310E0,1.003031408E1
6.955722539E0,9.270000458E-1,1.102950096E0,9.883950233E0,9.988408292E0
6.958187846E0,8.650500178E-1,1.122000098E0,9.859950066E0,9.961215340E0
6.960653308E0,8.790000677E-1,1.117050052E0,9.900000572E0,1.000152255E1
6.963118846E0,9.010500312E-1,1.086000085E0,9.916950226E0,1.001684527E1
6.965584462E0,9.289500713E-1,1.098000050E0,9.886050224E0,9.990122191E0
6.968049923E0,9.120000601E-1,1.042950034E0,9.924000740E0,1.002024349E1
6.970515770E0,9.289500713E-1,1.048050046E0,9.927000046E0,1.002530234E1
6.972981327E0,9.340500236E-1,1.062000036E0,9.936000824E0,1.003615494E1
6.975446942E0,9.240000248E-1,1.060050011E0,9.934050560E0,1.003308739E1
6.977912712E0,9.100500345E-1,1.105949998E0,9.927000046E0,1.002978795E1
6.980378327E0,9.030000567E-1,1.101000071E0,9.946050644E0,1.004746404E1
6.982844096E0,8.890500665E-1,1.078950047E0,9.934050560E0,1.003194417E1
6.985309717E0,8.599500656E-1,1.090950012E0,9.895050049E0,9.992081941E0
6.987775871E0,9.049500227E-1,1.096050024E0,9.946050644E0,1.004709827E1
6.990241640E0,9.289500713E-1,1.078950047E0,9.940950394E0,1.004238897E1
6.992707255E0,8.790000677E-1,1.081950068E0,9.868950844E0,9.966917669E0
6.995173024E0,9.030000567E-1,1.066950083E0,9.891000748E0,9.989278621E0
6.997638553E0,9.199500680E-1,1.089000106E0,9.958050728E0,1.005957274E1
7.000103861E0,9.199500680E-1,1.066950083E0,9.963000298E0,1.006211039E1
7.002569707E0,9.270000458E-1,1.077000022E0,9.916950226E0,1.001824136E1
7.005035476E0,8.980500698E-1,1.093950033E0,9.898050308E0,9.998730945E0
7.007500784E0,9.030000567E-1,1.101000071E0,9.916950226E0,1.001865820E1
7.009966221E0,9.199500680E-1,1.089000106E0,9.931050301E0,1.003284553E1
7.012431837E0,9.340500236E-1,1.101000071E0,9.939000130E0,1.004332486E1
7.014897606E0,9.049500227E-1,1.086000085E0,9.912000656E0,1.001229683E1
7.017363221E0,8.860500455E-1,1.089000106E0,9.915000916E0,1.001390279E1
7.019828990E0,9.030000567E-1,1.074000001E0,9.907050133E0,1.000592462E1
7.022294852E0,9.079500437E-1,1.078950047E0,9.891000748E0,9.991016078E0
7.024760467E0,8.929500580E-1,1.069950104E0,9.900000572E0,9.997607932E0
7.027226544E0,9.340500236E-1,1.086000085E0,9.871950150E0,9.975331843E0
7.029692159E0,9.409500360E-1,1.089000106E0,9.888000488E0,9.992190043E0
7.032157929E0,9.030000567E-1,1.084050059E0,9.912000656E0,1.001190944E1
7.034623784E0,8.839500546E-1,1.060050011E0,9.874050140E0,9.970052151E0
7.037089707E0,9.240000248E-1,1.110000014E0,9.886050224E0,9.990989196E0
7.039555553E0,9.220500588E-1,1.098000050E0,9.898050308E0,1.000135892E1
7.042021322E0,8.790000677E-1,1.089000106E0,9.928950310E0,1.002709413E1
7.044487168E0,9.240000248E-1,1.120050073E0,9.972000122E0,1.007715608E1
7.046952698E0,9.649500251E-1,1.096050024E0,9.915000916E0,1.002196075E1
7.049418544E0,9.150000215E-1,1.098000050E0,9.907050133E0,1.000961895E1
7.051884467E0,9.030000567E-1,1.101000071E0,9.924000740E0,1.002563718E1
7.054350236E0,8.910000324E-1,1.084050059E0,9.928950310E0,1.002761686E1
7.056816082E0,9.079500437E-1,1.069950104E0,9.936000824E0,1.003460407E1
7.059281611E0,8.929500580E-1,1.084050059E0,9.838050842E0,9.937794962E0
7.061747226E0,9.120000601E-1,1.096050024E0,9.922050476E0,1.002397902E1
7.064213072E0,9.319500327E-1,1.090950012E0,9.898050308E0,1.000150502E1
7.066678611E0,9.529500604E-1,1.134000063E0,9.844950676E0,9.955758322E0
7.069144481E0,9.340500236E-1,1.126950026E0,9.883950233E0,9.991743493E0
7.071610020E0,9.319500327E-1,1.114950061E0,9.898050308E0,1.000415136E1
7.074075789E0,8.860500455E-1,1.074000001E0,9.928950310E0,1.002609670E1
7.076541096E0,9.220500588E-1,1.108050108E0,9.975000381E0,1.007862014E1
7.079006635E0,8.980500698E-1,1.113000035E0,9.892950058E0,9.995785305E0
7.081472414E0,8.719500303E-1,1.057950020E0,9.924000740E0,1.001825064E1
7.083938030E0,9.390000701E-1,1.069950104E0,9.946050644E0,1.004740951E1
7.086403799E0,9.390000701E-1,1.122000098E0,9.883950233E0,9.991650393E0
7.088869722E0,9.169500470E-1,1.120050073E0,9.916950226E0,1.002203629E1
7.091335260E0,9.340500236E-1,1.105949998E0,9.946050644E0,1.005084565E1
7.093800799E0,9.460500479E-1,1.101000071E0,9.922050476E0,1.002767658E1
7.096266337E0,9.220500588E-1,1.074000001E0,9.943050385E0,1.004330141E1
7.098732107E0,9.529500604E-1,1.077000022E0,9.960000038E0,1.006328195E1
7.101197722E0,9.100500345E-1,1.108050108E0,9.876000404E0,9.979546588E0
7.103663491E0,9.340500236E-1,1.042950034E0,9.943050385E0,1.004113764E1
7.106129106E0,9.529500604E-1,1.110000014E0,9.900000572E0,1.000750844E1
7.108594875E0,9.340500236E-1,1.114950061E0,9.928950310E0,1.003491990E1
7.111060413E0,9.049500227E-1,1.033950090E0,9.916950226E0,1.001168763E1
7.113525721E0,8.890500665E-1,1.113000035E0,9.904950142E0,1.000685847E1
7.115991183E0,8.980500698E-1,1.053000093E0,9.940950394E0,1.003682210E1
7.118456784E0,8.959500194E-1,1.125000000E0,9.948000908E0,1.005142147E1
7.120922322E0,9.270000458E-1,1.126950026E0,9.912000656E0,1.001883738E1
